"Ano","CNAE","Motivo/Situação","Qte Acidentes","Situação","GrupoCnae","GrCnaeLetra"
"2006","1314:Fabricação de Linhas para Costurar e Bor","Trajeto-Com Cat","27","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1321:Tecelagem de Fios de Algodão","Típico-Com Cat","608","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1321:Tecelagem de Fios de Algodão","Doença do Trabalho-Com Cat","104","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1321:Tecelagem de Fios de Algodão","Trajeto-Com Cat","86","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1322:Tecelagem de Fios de Fibras Têxteis Natu","Típico-Com Cat","203","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1322:Tecelagem de Fios de Fibras Têxteis Natu","Doença do Trabalho-Com Cat","21","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1322:Tecelagem de Fios de Fibras Têxteis Natu","Trajeto-Com Cat","24","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1323:Tecelagem de Fios de Fibras Artificiais","Típico-Com Cat","271","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1323:Tecelagem de Fios de Fibras Artificiais","Doença do Trabalho-Com Cat","17","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1323:Tecelagem de Fios de Fibras Artificiais","Trajeto-Com Cat","52","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1330:Fabricação de Tecidos de Malha","Típico-Com Cat","238","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1330:Fabricação de Tecidos de Malha","Doença do Trabalho-Com Cat","17","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1330:Fabricação de Tecidos de Malha","Trajeto-Com Cat","77","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1340:Acabamentos em Fios, Tecidos e Artefatos","Típico-Com Cat","739","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1340:Acabamentos em Fios, Tecidos e Artefatos","Doença do Trabalho-Com Cat","95","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1340:Acabamentos em Fios, Tecidos e Artefatos","Trajeto-Com Cat","147","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1351:Fabricação de Artefatos Têxteis para Uso","Típico-Com Cat","966","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1351:Fabricação de Artefatos Têxteis para Uso","Doença do Trabalho-Com Cat","50","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1351:Fabricação de Artefatos Têxteis para Uso","Trajeto-Com Cat","213","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1352:Fabricação de Artefatos de Tapeçaria","Típico-Com Cat","104","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1352:Fabricação de Artefatos de Tapeçaria","Doença do Trabalho-Com Cat","12","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1352:Fabricação de Artefatos de Tapeçaria","Trajeto-Com Cat","15","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1353:Fabricação de Artefatos de Cordoaria","Típico-Com Cat","86","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1353:Fabricação de Artefatos de Cordoaria","Doença do Trabalho-Com Cat","3","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1353:Fabricação de Artefatos de Cordoaria","Trajeto-Com Cat","10","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1354:Fabricação de Tecidos Especiais, Inclusi","Típico-Com Cat","279","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1354:Fabricação de Tecidos Especiais, Inclusi","Doença do Trabalho-Com Cat","16","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1354:Fabricação de Tecidos Especiais, Inclusi","Trajeto-Com Cat","33","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1359:Fabricação de Outros Produtos Têxteis Nã","Típico-Com Cat","809","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1359:Fabricação de Outros Produtos Têxteis Nã","Doença do Trabalho-Com Cat","57","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1359:Fabricação de Outros Produtos Têxteis Nã","Trajeto-Com Cat","99","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS TÊXTEIS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1411:Confecção de Roupas íntimas","Típico-Com Cat","506","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1411:Confecção de Roupas íntimas","Doença do Trabalho-Com Cat","125","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1411:Confecção de Roupas íntimas","Trajeto-Com Cat","209","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1412:Confecção de Peças do Vestuário, Exceto","Típico-Com Cat","2771","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1412:Confecção de Peças do Vestuário, Exceto","Doença do Trabalho-Com Cat","591","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1412:Confecção de Peças do Vestuário, Exceto","Trajeto-Com Cat","820","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1413:Confecção de Roupas Profissionais","Típico-Com Cat","58","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1413:Confecção de Roupas Profissionais","Doença do Trabalho-Com Cat","22","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1413:Confecção de Roupas Profissionais","Trajeto-Com Cat","19","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1414:Fabricação de Acessórios do Vestuário, E","Típico-Com Cat","189","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1414:Fabricação de Acessórios do Vestuário, E","Doença do Trabalho-Com Cat","20","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1414:Fabricação de Acessórios do Vestuário, E","Trajeto-Com Cat","38","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1421:Fabricação de Meias","Típico-Com Cat","134","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1421:Fabricação de Meias","Doença do Trabalho-Com Cat","53","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1421:Fabricação de Meias","Trajeto-Com Cat","14","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1422:Fabricação de Artigos do Vestuário, Prod","Típico-Com Cat","167","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1422:Fabricação de Artigos do Vestuário, Prod","Doença do Trabalho-Com Cat","9","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1422:Fabricação de Artigos do Vestuário, Prod","Trajeto-Com Cat","39","Com Cat Registrada","CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1510:Curtimento e Outras Preparações de Couro","Típico-Com Cat","1188","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1510:Curtimento e Outras Preparações de Couro","Doença do Trabalho-Com Cat","45","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1510:Curtimento e Outras Preparações de Couro","Trajeto-Com Cat","131","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1521:Fabricação de Artigos para Viagem, Bolsa","Típico-Com Cat","85","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1521:Fabricação de Artigos para Viagem, Bolsa","Doença do Trabalho-Com Cat","15","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1521:Fabricação de Artigos para Viagem, Bolsa","Trajeto-Com Cat","39","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1529:Fabricação de Artefatos de Couro não Esp","Típico-Com Cat","164","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1529:Fabricação de Artefatos de Couro não Esp","Doença do Trabalho-Com Cat","38","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1529:Fabricação de Artefatos de Couro não Esp","Trajeto-Com Cat","32","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1531:Fabricação de Calçados de Couro","Típico-Com Cat","2147","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1531:Fabricação de Calçados de Couro","Doença do Trabalho-Com Cat","242","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1531:Fabricação de Calçados de Couro","Trajeto-Com Cat","485","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1532:Fabricação de Tênis de Qualquer Material","Típico-Com Cat","57","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1532:Fabricação de Tênis de Qualquer Material","Doença do Trabalho-Com Cat","5","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1532:Fabricação de Tênis de Qualquer Material","Trajeto-Com Cat","12","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1533:Fabricação de Calçados de Material Sinté","Típico-Com Cat","296","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1533:Fabricação de Calçados de Material Sinté","Doença do Trabalho-Com Cat","17","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1533:Fabricação de Calçados de Material Sinté","Trajeto-Com Cat","102","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1539:Fabricação de Calçados de Materiais não","Típico-Com Cat","613","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1539:Fabricação de Calçados de Materiais não","Doença do Trabalho-Com Cat","118","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1539:Fabricação de Calçados de Materiais não","Trajeto-Com Cat","126","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1540:Fabricação de Partes para Calçados, de Q","Típico-Com Cat","1","Com Cat Registrada","PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1610:Desdobramento de Madeira","Típico-Com Cat","3765","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1610:Desdobramento de Madeira","Doença do Trabalho-Com Cat","57","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1610:Desdobramento de Madeira","Trajeto-Com Cat","194","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1621:Fabricação de Madeira Laminada e de Chap","Típico-Com Cat","1563","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1621:Fabricação de Madeira Laminada e de Chap","Doença do Trabalho-Com Cat","23","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1621:Fabricação de Madeira Laminada e de Chap","Trajeto-Com Cat","115","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1622:Fabricação de Estruturas de Madeira e De","Típico-Com Cat","903","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1622:Fabricação de Estruturas de Madeira e De","Doença do Trabalho-Com Cat","31","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1622:Fabricação de Estruturas de Madeira e De","Trajeto-Com Cat","54","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1623:Fabricação de Artefatos de Tanoaria e De","Típico-Com Cat","472","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1623:Fabricação de Artefatos de Tanoaria e De","Doença do Trabalho-Com Cat","12","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1623:Fabricação de Artefatos de Tanoaria e De","Trajeto-Com Cat","35","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1629:Fabricação de Artefatos de Madeira, Palh","Típico-Com Cat","863","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1629:Fabricação de Artefatos de Madeira, Palh","Doença do Trabalho-Com Cat","17","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1629:Fabricação de Artefatos de Madeira, Palh","Trajeto-Com Cat","98","Com Cat Registrada","FABRICAÇÃO DE PRODUTOS DE MADEIRA","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1710:Fabricação de Celulose e Outras Pastas P","Típico-Com Cat","669","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1710:Fabricação de Celulose e Outras Pastas P","Doença do Trabalho-Com Cat","10","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1710:Fabricação de Celulose e Outras Pastas P","Trajeto-Com Cat","46","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1721:Fabricação de Papel","Típico-Com Cat","1879","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1721:Fabricação de Papel","Doença do Trabalho-Com Cat","27","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1721:Fabricação de Papel","Trajeto-Com Cat","104","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1722:Fabricação de Cartolina e Papel-Cartão","Típico-Com Cat","192","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1722:Fabricação de Cartolina e Papel-Cartão","Doença do Trabalho-Com Cat","5","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1722:Fabricação de Cartolina e Papel-Cartão","Trajeto-Com Cat","16","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1731:Fabricação de Embalagens de Papel","Típico-Com Cat","377","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1731:Fabricação de Embalagens de Papel","Doença do Trabalho-Com Cat","16","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1731:Fabricação de Embalagens de Papel","Trajeto-Com Cat","43","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1732:Fabricação de Embalagens de Cartolina e","Típico-Com Cat","1","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1733:Fabricação de Chapas e de Embalagens de","Típico-Com Cat","924","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1733:Fabricação de Chapas e de Embalagens de","Doença do Trabalho-Com Cat","44","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1733:Fabricação de Chapas e de Embalagens de","Trajeto-Com Cat","93","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1741:Fabricação de Produtos de Papel, Cartoli","Típico-Com Cat","281","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1741:Fabricação de Produtos de Papel, Cartoli","Doença do Trabalho-Com Cat","15","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1741:Fabricação de Produtos de Papel, Cartoli","Trajeto-Com Cat","34","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1742:Fabricação de Produtos de Papel para Uso","Típico-Com Cat","163","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1742:Fabricação de Produtos de Papel para Uso","Doença do Trabalho-Com Cat","18","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1742:Fabricação de Produtos de Papel para Uso","Trajeto-Com Cat","26","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1749:Fabricação de Produtos de Pastas Celulós","Típico-Com Cat","503","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1749:Fabricação de Produtos de Pastas Celulós","Doença do Trabalho-Com Cat","27","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1749:Fabricação de Produtos de Pastas Celulós","Trajeto-Com Cat","55","Com Cat Registrada","FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1811:Impressão de Jornais, Livros, Revistas E","Típico-Com Cat","196","Com Cat Registrada","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1811:Impressão de Jornais, Livros, Revistas E","Doença do Trabalho-Com Cat","21","Com Cat Registrada","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1811:Impressão de Jornais, Livros, Revistas E","Trajeto-Com Cat","35","Com Cat Registrada","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1812:Impressão de Material de Segurança","Típico-Com Cat","30","Com Cat Registrada","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1812:Impressão de Material de Segurança","Doença do Trabalho-Com Cat","5","Com Cat Registrada","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1812:Impressão de Material de Segurança","Trajeto-Com Cat","10","Com Cat Registrada","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","INDÚSTRIAS DE TRANSFORMAÇÃO"
"2006","1813:Impressão de Materiais para Outros Usos","Típico-Com Cat","386","Com Cat Registrada","IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES","INDÚSTRIAS DE TRANSFORMAÇÃO"
